City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Tobol,KZ,2022-02-01 16:35:08,52.6844,62.5794,16.43,90,92,10.16
281,Wynyard,AU,2022-02-01 16:35:09,-41.0,145.7167,53.96,72,28,9.71
282,Codrington,AU,2022-02-01 16:35:09,-38.2667,141.9667,56.23,55,47,14.0
283,Cabo San Lucas,MX,2022-02-01 16:35:09,22.8909,-109.9124,71.51,52,0,3.44
284,Nueve De Julio,AR,2022-02-01 16:35:10,-35.4444,-60.8831,81.72,39,0,8.88
285,Pandan,PH,2022-02-01 16:35:10,14.0453,124.1694,77.11,87,98,16.08
286,Aljezur,PT,2022-02-01 16:35:10,37.3191,-8.8033,60.06,52,0,4.52
287,Isangel,VU,2022-02-01 16:35:11,-19.55,169.2667,77.83,88,100,3.62
288,Acapulco,MX,2022-02-01 16:32:41,16.8634,-99.8901,80.42,69,0,0.0
289,Azul,AR,2022-02-01 16:35:11,-36.777,-59.8585,82.27,33,6,14.14
290,Roanoke Rapids,US,2022-02-01 16:35:11,36.4615,-77.6542,44.46,75,0,6.91
